Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Senior Manager-Data Science,Resy,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,4 Days Ago
Data Science Specialist,Brunel,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,Change managementSASCodingData miningPythonRstatistic techniquesDebugging,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,1 Day Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,5 Days Ago
Advance Analytical and Data Sciences -Manager,G R Infraprojects,7-11 Yrs,Not disclosed,Faridabad,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,23 Days Ago
Senior Analyst Data Science,Pepsi Foods,8-12 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,1 Day Ago
Data Science Engineer,Cognisure,5-10 Yrs,Not disclosed,Remote,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,4 Days Ago
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,2-4 Yrs,Not disclosed,Remote,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,Starts in 1-3 months
Data Science Domain Manager,Coursera,15-24 Yrs,Not disclosed,Gurgaon/Gurugram,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,10 Days Ago
Senior Divisional Manager- Data Science,TVS Motor,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,1 Day Ago
Data Science Consultant,Blue Yonder,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,8 Days Ago
Data Science & Analytics Professional,Onetick Technologies,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,1 Day Ago
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,Few Hours Ago
Data Science Analyst,Celersoft,1-3 Yrs,Not disclosed,Noida,deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,,28 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,4-9 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,,7 Days Ago
Senior Manager - Data Science,AMERICAN EXPRESS,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,,4 Days Ago
Manager - Digital Product Analytics [Data Science],Resy,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,,1 Day Ago
Data Science - Intern,Slice,5-8 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data ModelingPythonSQlDataData analysisScienceModelingData Science,,11 Days Ago
Data Scientist Manager,Fortune India 500 Company in FMCG,1-4 Yrs,Unpaid,Hyderabad/Secunderabad,Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,17 Days Ago
Data Science Lead,Large Retail Corporate,6-10 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,2 Days Ago
,,8-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,4 Days Ago
,,7-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Change managementSASCodingData miningPythonRstatistic techniquesDebugging,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,4 Days Ago
,,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,1 Day Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,5 Days Ago
Senior Data Science Analyst,Alliance Data,8-12 Yrs,Not disclosed,Faridabad,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,23 Days Ago
Data Science - Senior Data Scientist,Paytm,5-10 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,1 Day Ago
Senior Manager-Data Science,Resy,2-4 Yrs,Not disclosed,Remote,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,4 Days Ago
Data Science Specialist,Brunel,15-24 Yrs,Not disclosed,Remote,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,Starts in 1-3 months
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,10 Days Ago
Advance Analytical and Data Sciences -Manager,G R Infraprojects,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,1 Day Ago
Senior Analyst Data Science,Pepsi Foods,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,8 Days Ago
Data Science Engineer,Cognisure,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,1 Day Ago
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,Few Hours Ago
Data Science Domain Manager,Coursera,4-9 Yrs,Not disclosed,Noida,Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,28 Days Ago
Senior Divisional Manager- Data Science,TVS Motor,3-6 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,7 Days Ago
Data Science Consultant,Blue Yonder,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,4 Days Ago
Data Science & Analytics Professional,Onetick Technologies,5-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data ModelingPythonSQlDataData analysisScienceModelingData Science,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,1 Day Ago
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,1-4 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,11 Days Ago
Data Science Analyst,Celersoft,6-10 Yrs,Unpaid,Hyderabad/Secunderabad,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,,17 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,8-10 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,,2 Days Ago
Senior Manager - Data Science,AMERICAN EXPRESS,7-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Change managementSASCodingData miningPythonRstatistic techniquesDebugging,,4 Days Ago
Manager - Digital Product Analytics [Data Science],Resy,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,,4 Days Ago
Data Science - Intern,Slice,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,,1 Day Ago
Data Scientist Manager,Fortune India 500 Company in FMCG,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,5 Days Ago
Data Science Lead,Large Retail Corporate,5-10 Yrs,Not disclosed,Faridabad,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,23 Days Ago
,,2-4 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,1 Day Ago
,,15-24 Yrs,Not disclosed,Remote,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,4 Days Ago
,,2-5 Yrs,Not disclosed,Remote,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,Starts in 1-3 months
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,10 Days Ago
Senior Data Science Analyst,Alliance Data,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,1 Day Ago
Data Science - Senior Data Scientist,Paytm,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,8 Days Ago
Senior Manager-Data Science,Resy,1-3 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,1 Day Ago
Data Science Specialist,Brunel,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,Few Hours Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,3-6 Yrs,Not disclosed,Noida,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,28 Days Ago
