Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Databricks Unified Data Analytics Platform Data Platform Engineer,Accenture,4-5 Yrs,Not disclosed,Chennai,BPOData analysisPublishingAnalyticalData collectionHealthcareMarket researchLife sciences,https://www.naukri.com/job-listings-databricks-unified-data-analytics-platform-data-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-8-to-10-years-270923906793,30+ Days Ago
FinOps Data Analytics Engineer,WPP Aunz,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,ProcurementProject managementPharmaHealthcareInformaticaOperationsAnalyticsTechnical support,https://www.naukri.com/job-listings-finops-data-analytics-engineer-wpp-aunz-chennai-4-to-7-years-031023501920,30 Days Ago
Data Analytics Manager,Essenware,7-9 Yrs,Not disclosed,"Mumbai, Pune",IT servicesComputer scienceData analysisInterpersonal skillsGraphic designingHRISProcess improvementpower bi,https://www.naukri.com/job-listings-data-analytics-manager-essenware-private-limted-chennai-8-to-13-years-300323501914,30+ Days Ago
Risk Advisory Data Analytics Manager,KPMG Global Services Private Limited,7-9 Yrs,Not disclosed,"Mumbai, Pune",IT servicesComputer scienceData analysisInterpersonal skillsGraphic designingHRISProcess improvementpower bi,https://www.naukri.com/job-listings-risk-advisory-data-analytics-manager-kpmg-india-mumbai-7-to-9-years-100623500328,30+ Days Ago
"Principal Engineer, Data Analytics Engineering",Western Digital,5-8 Yrs,Not disclosed,Remote,Data analysisAssuranceAnalyticalConsultingManagement consultingData analyticsdata visualizationRisk management,https://www.naukri.com/job-listings-principal-engineer-data-analytics-engineering-western-digital-bangalore-bengaluru-6-to-10-years-091023501211,30+ Days Ago
Data Analytics Manager,Brainwave Solutions .,2-5 Yrs,Not disclosed,Remote,Data analysisAssuranceAnalyticalConsultingData analyticsdata visualizationManagementRisk management,https://www.naukri.com/job-listings-data-analytics-manager-brainwave-solutions-private-limited-chennai-4-to-5-years-010523500612,30+ Days Ago
Principal Engineer - Data & Analytics,GSK India,3-6 Yrs,Not disclosed,Remote,Product managementComputer scienceData analysisExcelData managementBillingdigital advertisingMonitoring,https://www.naukri.com/job-listings-principal-engineer-data-analytics-glaxosmithkline-pharmaceuticals-limited-bangalore-bengaluru-8-to-10-years-270923501454,30+ Days Ago
Senior Principal Engineer - Data Analytics,Marsh McLennan Companies,7-9 Yrs,Not disclosed,Remote,Data analysisBusiness statisticsProcess improvementProgrammingTechnical LeadData analyticsdata visualizationAnalytics,https://www.naukri.com/job-listings-senior-principal-engineer-data-analytics-marsh-mclennan-companies-mumbai-pune-7-to-9-years-260923500435,30+ Days Ago
Senior Principal Engineer - Data Analytics,Jardine Lloyd Thompson,4-9 Yrs,Not disclosed,Mumbai,Data analysisAutomationTeam managementData collectionData analyticsBusiness intelligenceContinuous improvementForecasting,https://www.naukri.com/job-listings-senior-principal-engineer-data-analytics-jardine-lloyd-thompson-india-pvt-ltd-mumbai-pune-7-to-9-years-260923500434,30+ Days Ago
Data Analytics - Senior Associate,Value Vision Management Consultants,2-4 Yrs,Not disclosed,Faridabad,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-data-analytics-senior-associate-value-vision-management-consultants-remote-5-to-8-years-260822501550,4 Days Ago
Data Analytics - Associate,Value Vision Management Consultants,5-6 Yrs,Not disclosed,Gurgaon,Computer scienceData analysisNetworkingSSRSActive directoryAgileOLAPSSIS,https://www.naukri.com/job-listings-data-analytics-associate-value-vision-management-consultants-remote-2-to-5-years-260822501549,30+ Days Ago
Data Analytics Lead,Bairesdev Llc,10-15 Yrs,Not disclosed,Ahmedabad,Business AnalyticsData Management And Analysisairline marketingAirlinesSenior managementManagementData managementData,https://www.naukri.com/job-listings-data-analytics-lead-bairesdev-llc-remote-3-to-6-years-230323500151,20 Days Ago
Data Analytics Tech Lead / R+D,Bairesdev Llc,2-4 Yrs,Not disclosed,Mumbai,SalesProductionManager TechnologyData analyticsPredictive analyticsForecastingtext analyticsTesting,https://www.naukri.com/job-listings-data-analytics-tech-lead-r-d-bairesdev-llc-remote-7-to-9-years-220323500066,30+ Days Ago
Data Analytics Manager,Axis My India,2-7 Yrs,Not disclosed,"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra, Thane, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)",Data AnalyticsTableauSQLDataAnalytics,https://www.naukri.com/job-listings-data-analytics-manager-axis-my-india-ltd-mumbai-4-to-9-years-060123501956,9 Days Ago
Data Science & Analytics Professional,Onetick Technologies,15-20 Yrs,Not disclosed,"New Delhi, Delhi",Data AnalyticsDataTAnalyticsP,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,17 Days Ago
Power BI Data Analytics / Visualization Engineer,Elevondata Labs,3-7 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra(Kharadi)",PySparkAzure DatabricksPythonSQLPower BiAzure CloudData VisualizationETL,https://www.naukri.com/job-listings-power-bi-data-analytics-visualization-engineer-elevondata-gurgaon-5-to-6-years-160221500977,23 Days Ago
Senior Manager - Business Analytics & Data Management,Adani Airport Holdings Limited,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,data cleansingReport generationmetadataManager Quality AssuranceData Analystdata integrityManagementTroubleshooting,https://www.naukri.com/job-listings-senior-manager-business-analytics-data-management-adani-airport-holdings-limited-ahmedabad-10-to-15-years-071023007120,28 Days Ago
Sr. Manager-Data Analytics,ICICI Prudential Life,10-15 Yrs,Not disclosed,Mumbai,Solution managementManager TechnologyPresalesCustomer supportData analyticsManagementBusiness intelligenceBusiness solutions,https://www.naukri.com/job-listings-sr-manager-data-analytics-icici-prudential-life-insurance-co-ltd-mumbai-2-to-4-years-250923500188,30+ Days Ago
Data Analytics Manager-Thane,HCAH,5-8 Yrs,Not disclosed,Mumbai,Analytical skillsProcess orientationConsumer insightsData analyticsAdvanced ExcelSQLBusiness operationsPython,https://www.naukri.com/job-listings-data-analytics-manager-thane-hcah-mumbai-maharashtra-mumbai-suburban-maharashtra-thane-maharashtra-navi-mumbai-maharashtra-mumbai-all-areas-2-to-7-years-181023009787,30+ Days Ago
Data Analytics Expert (D P I I T),National Institute for Smart Government (NISG),3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Selection processFront endorchestrationBusiness analysisConfiguration managementBillingMachine learningInstrumentation,https://www.naukri.com/job-listings-data-analytics-expert-d-p-i-i-t-national-institute-for-smart-government-nisg-new-delhi-delhi-15-to-20-years-101023008480,30+ Days Ago
Analytics Engineer || Data Analyst || 2 To 7 Yrs,Vanderlande Industries,10-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Data modelingagile project managementAnalyticalMachine learningCloudAgilepower biData analytics,https://www.naukri.com/job-listings-analytics-engineer-data-analyst-2-to-7-yrs-vanderlande-industries-pune-maharashtra-3-to-7-years-020923007211,30+ Days Ago
ANT - Data Analyst - Analytics,PNB MetLife,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,Team managementData managementData modelingData qualityManager Quality ControlStakeholder managementAnalyticsMonitoring,https://www.naukri.com/job-listings-ant-data-analyst-analytics-pnb-metlife-india-insurance-co-ltd-gurgaon-gurugram-3-to-7-years-300923500819,30+ Days Ago
Pre Sales Manager/For Business Intelligence / Data Analytics,Coders Brain Pvt Ltd,12-20 Yrs,Not disclosed,Bangalore/Bengaluru,Analyticaldata integrityHRdata privacyData analyticsdata visualizationContinuous improvementStakeholder management,https://www.naukri.com/job-listings-pre-sales-manager-for-business-intelligence-data-analytics-coders-brain-pvt-ltd-mumbai-10-to-15-years-280823501757,30+ Days Ago
"Senior Manager - Data Analytics, Digital Business",Sony Pictures Networks,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceTechnical designAgileProgrammingCustomer supportdata privacyData analyticsJIRA,https://www.naukri.com/job-listings-senior-manager-data-analytics-digital-business-sony-pictures-networks-india-private-limited-spn-mumbai-5-to-8-years-190922500502,30 Days Ago
Senior Data/Analytics Engineer,5x Data,4-5 Yrs,Not disclosed,Bangalore/Bengaluru,CismInformation securityProblem managementSIEMVisioInformation technologyRelease managementLotus Notes,https://www.naukri.com/job-listings-senior-data-analytics-engineer-5x-data-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-6-years-130723500557,30+ Days Ago
"Architect,Data & Analytics Tech PM/Lead",Pepsi Foods,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Change managementManager Quality AssuranceData modelingApacheRisk managementAnalyticsFinancial servicesSQL,https://www.naukri.com/job-listings-architect-data-analytics-tech-pm-lead-pepsi-foods-priv-limited-hyderabad-secunderabad-10-to-12-years-070723501251,30+ Days Ago
Delivery Manager Data Analytics,Net Connect,12-20 Yrs,Not disclosed,Bangalore/Bengaluru,customer analyticsAnalyticaldata integritydata privacyData analyticsdata visualizationContinuous improvementStakeholder management,https://www.naukri.com/job-listings-delivery-manager-data-analytics-net-connect-pvt-ltd-bangalore-bengaluru-10-to-12-years-210623501354,30+ Days Ago
Senior Manager - Data & Analytics (People Analytics),Pure Storage,12-20 Yrs,Not disclosed,Bangalore/Bengaluru,customer analyticsAnalyticaldata integritydata privacyData analyticsContinuous improvementStakeholder managementAnalytics,https://www.naukri.com/job-listings-senior-manager-data-analytics-people-analytics-pure-storage-bangalore-bengaluru-12-to-20-years-130923501732,30+ Days Ago
Data Analytics Engineer,Ascendion Engineering,7-8 Yrs,Not disclosed,Bangalore/Bengaluru,data analyticsAdvanced ExcelDataAnalyticsExcel,https://www.naukri.com/job-listings-data-analytics-engineer-ascendion-bangalore-bengaluru-6-to-8-years-270923501425,30+ Days Ago
Data Analytics Engineer,Net Connect,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Data analyticsdataanalytics,https://www.naukri.com/job-listings-data-analytics-engineer-net-connect-pvt-ltd-bangalore-bengaluru-4-to-5-years-270723501793,30+ Days Ago
Data Analytics Engineer,Greenlight Financial Technology,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",TrainingFront endGoogle AnalyticsorchestrationBusiness analysisMachine learningInstrumentationSilicon,https://www.naukri.com/job-listings-data-analytics-engineer-greenlight-financial-technology-bangalore-bengaluru-2-to-4-years-220923500163,30+ Days Ago
Senior Manager - Data & Analytics (Customer Analytics),Pure Storage,2-5 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",Product managementBusiness processNoSQLManager TechnologyData analyticsInformaticaOperationsManager Business Intelligence,https://www.naukri.com/job-listings-senior-manager-data-analytics-customer-analytics-pure-storage-bangalore-bengaluru-12-to-20-years-130923501878,30+ Days Ago
Senior Manager - Data & Analytics (Revenue/Topline Analytics),Pure Storage,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,data cleansingData managementDatabase designData collectionmicrosoftData miningReporting toolsSQL,https://www.naukri.com/job-listings-senior-manager-data-analytics-revenue-topline-analytics-pure-storage-bangalore-bengaluru-12-to-20-years-130923501733,30+ Days Ago
Data Analytics Lead,Brickwork India,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Supply chainTelecomSASRDBMSAnalyticalTeradataForecastingClient management,https://www.naukri.com/job-listings-data-analytics-lead-brickwork-india-bangalore-bengaluru-7-to-8-years-080823005410,30+ Days Ago
Data Analytics Engineer,CA One Tech,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Supply chainTelecomSASRDBMSAnalyticalTeradataForecastingClient management,https://www.naukri.com/job-listings-data-analytics-engineer-ca-one-tech-cloud-inc-hyderabad-secunderabad-bangalore-bengaluru-2-to-7-years-021122500817,30+ Days Ago
Senior Data/Analytics Engineer,5x,5-10 Yrs,Not disclosed,Bengaluru,Shell scriptingDebuggingOracle ERPPLSQLData analyticsdataerpanalytics,https://www.naukri.com/job-listings-senior-data-analytics-engineer-5x-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-7-years-010323500654,30+ Days Ago
Data & Analytics Product Manager,FabHotels,2-4 Yrs,Not disclosed,Remote,MIS reportingAutomationQuality improvementAnalyticalBillingData analyticsMonitoringdata,https://www.naukri.com/job-listings-data-analytics-product-manager-fabhotel-aay-kay-model-town-mumbai-bangalore-bengaluru-2-to-5-years-210723502915,30+ Days Ago
Data Analytics Lead,Moveinsync Tech. Sol.,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data managementbig data analyticsmanagementAnalyticalProject managementCost managementIssue resolutionbig data,https://www.naukri.com/job-listings-data-analytics-lead-moveinsync-tech-sol-pvt-ltd-bangalore-bengaluru-7-to-12-years-180923501450,30+ Days Ago
Senior Manager - Data Analytics,The Smart Cube,10-12 Yrs,Not disclosed,Pune,SASData managementProject managementAnalyticalStrategic planningCustomer retentionMarket researchRecruitment,https://www.naukri.com/job-listings-senior-manager-data-analytics-smart-cube-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-10-years-140720501180,30+ Days Ago
Assistant Manager - Data Analytics,The Smart Cube,4-9 Yrs,20-35 Lacs PA,"Hybrid - Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",PysparkEtl PipelinesData EngineeringHadoopBig DataHdfsAws GlueGcp Cloud,https://www.naukri.com/job-listings-assistant-manager-data-analytics-smart-cube-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-12-years-140720501174,29 Days Ago
Data Analytics Engineer,Everforce,3-8 Yrs,15-30 Lacs PA,"Hybrid - Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",PysparkData EngineeringAws EmrDatafactoryAws LambdaData PipelineSCALAAzure Data Lake,https://www.naukri.com/job-listings-data-analytics-engineer-everforce-llc-bengaluru-bangalore-5-to-10-years-120820500091,29 Days Ago
"Associate - Collection - Strategy - Data & Analytics - CFAB,Pan India",Tata Capital,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,ADFCodingAnalyticsPyspark DatabrickssparkPySparkCloudData engineering,https://www.naukri.com/job-listings-associate-collection-strategy-data-analytics-cfab-pan-india-tata-capital-ltd-remote-2-to-4-years-091221501563,19 Days Ago
Big Data Analytics Program Manager L6,Xpheno,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,AdministrationData analysisQuality standardsDocument reviewData managementData collectionApplication developmentContinuous improvement,https://www.naukri.com/job-listings-big-data-analytics-program-manager-l6-xpheno-bangalore-bengaluru-6-to-10-years-100123500262,1 Day Ago
Manager - Analytics & Data Science,BMC Software,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,QaROracle DatabaseSoftware EngineeringScrum MasterQuality ManagementClinical Data ManagementData Warehousing,https://www.naukri.com/job-listings-manager-analytics-data-science-bmc-software-pune-10-to-12-years-270723500335,30+ Days Ago
Lead Data Engineer - US MNC (analytics),Aspyra Hr Services,10-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Data modelingagile project managementAnalyticalMachine learningCloudAgilepower biData analytics,https://www.naukri.com/job-listings-lead-data-engineer-us-mnc-analytics-aspyra-hr-services-pune-maharashtra-gurgaon-gurugram-haryana-bangalore-bengaluru-karnataka-4-to-9-years-290923005922,30+ Days Ago
Data Engineer - US MNC (analytics),Aspyra Hr Services,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,NoSQLGCPConfiguration managementMachine learningHealthcareData analyticsApacheSQL,https://www.naukri.com/job-listings-data-engineer-us-mnc-analytics-aspyra-hr-services-pune-maharashtra-gurgaon-gurugram-haryana-bangalore-bengaluru-karnataka-3-to-8-years-280923009325,30+ Days Ago
Databricks Unified Analytics Platform Data Platform Engineer,Accenture,4-7 Yrs,Not disclosed,Mumbai,Computer scienceGITData modelingSchemaFlexData qualityData warehousingAnalytics,https://www.naukri.com/job-listings-databricks-unified-analytics-platform-data-platform-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-290423906592,30+ Days Ago
